Loading vocab...
token_vocab: 4521, post_vocab: 160, pos_vocab: 46, dep_vocab: 42, pol_vocab: 3
cuda memory allocated: 7069696
n_trainable_params: 395673, n_nontrainable_params: 1356300
training arguments:
>>> model_name: gnn-transformer
>>> dataset: restaurant
>>> optimizer: <class 'torch.optim.adam.Adam'>
>>> initializer: <function xavier_uniform_ at 0x7f9352ac0d30>
>>> learning_rate: 0.001
>>> num_epoch: 50
>>> batch_size: 16
>>> log_step: 5
>>> embed_dim: 300
>>> post_dim: 60
>>> pos_dim: 30
>>> deprel_dim: 30
>>> hidden_dim: 60
>>> num_layers: 8
>>> polarities_dim: 3
>>> input_dropout: 0.7
>>> lower: True
>>> directed: False
>>> add_self_loop: True
>>> bidirect: True
>>> rnn_hidden: 60
>>> rnn_layers: 1
>>> rnn_dropout: 0.1
>>> max_length: 85
>>> device: cuda:0
>>> seed: 1000
>>> weight_decay: 0.0001
>>> vocab_dir: ./dataset/Restaurants_corenlp
>>> pad_id: 0
>>> graph_conv_type: gin
>>> graph_conv_attention_heads: 4
>>> graph_conv_attn_dropout: 0.0
>>> ffn_dropout: 0.4
>>> attention_heads: 4
>>> attn_dropout: 0.2
>>> norm: ln
>>> max_position: 9
>>> finetune_weight_decay: 0.01
>>> scheduler: linear
>>> warmup: 2
>>> cuda: 0
>>> pretrained_bert_name: bert-base-uncased
>>> adam_epsilon: 1e-08
>>> bert_dim: 768
>>> bert_dropout: 0.3
>>> bert_lr: 2e-05
>>> model_class: <class 'models.gnn_transformer.GNN_Transformer'>
>>> dataset_file: {'train': './dataset/Restaurants_corenlp/train.json', 'test': './dataset/Restaurants_corenlp/test.json'}
>>> inputs_cols: ['text', 'aspect', 'pos', 'head', 'deprel', 'post', 'mask', 'length', 'adj']
>>> post_size: 160
>>> pos_size: 46
>>> deprel_size: 42
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 0
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.6452_f1_0.2616
loss: 1.2840, acc: 0.6250, test_acc: 0.6452, f1: 0.2616
loss: 0.7676, acc: 0.6672, test_acc: 0.7712, f1: 0.6495
loss: 1.1719, acc: 0.6676, test_acc: 0.7712, f1: 0.6566
loss: 0.9212, acc: 0.6653, test_acc: 0.7685, f1: 0.6640
loss: 0.9447, acc: 0.6648, test_acc: 0.7596, f1: 0.6637
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 35
loss: 0.7825, acc: 0.6875, test_acc: 0.7507, f1: 0.6688
loss: 0.9913, acc: 0.5938, test_acc: 0.7346, f1: 0.6569
loss: 0.6409, acc: 0.6875, test_acc: 0.7355, f1: 0.6524
loss: 0.7209, acc: 0.6719, test_acc: 0.7489, f1: 0.6568
loss: 0.6639, acc: 0.6875, test_acc: 0.7623, f1: 0.6563
loss: 0.7106, acc: 0.6875, test_acc: 0.7694, f1: 0.6553
loss: 0.9373, acc: 0.6607, test_acc: 0.7703, f1: 0.6532
loss: 0.7270, acc: 0.6641, test_acc: 0.7712, f1: 0.6523
loss: 0.6698, acc: 0.6667, test_acc: 0.7757, f1: 0.6487
loss: 0.7911, acc: 0.6750, test_acc: 0.7766, f1: 0.6474
loss: 0.8434, acc: 0.6761, test_acc: 0.7748, f1: 0.6429
loss: 0.5913, acc: 0.6927, test_acc: 0.7739, f1: 0.6458
loss: 0.9082, acc: 0.6875, test_acc: 0.7730, f1: 0.6544
loss: 0.9965, acc: 0.6830, test_acc: 0.7632, f1: 0.6508
loss: 0.8050, acc: 0.6708, test_acc: 0.7605, f1: 0.6519
loss: 0.7171, acc: 0.6797, test_acc: 0.7596, f1: 0.6533
loss: 0.7362, acc: 0.6838, test_acc: 0.7587, f1: 0.6511
loss: 0.8546, acc: 0.6771, test_acc: 0.7569, f1: 0.6519
loss: 0.9073, acc: 0.6711, test_acc: 0.7578, f1: 0.6530
loss: 0.6404, acc: 0.6781, test_acc: 0.7569, f1: 0.6556
loss: 0.6996, acc: 0.6786, test_acc: 0.7614, f1: 0.6674
loss: 0.4764, acc: 0.6847, test_acc: 0.7712, f1: 0.6688
loss: 0.9253, acc: 0.6875, test_acc: 0.7721, f1: 0.6596
loss: 0.4901, acc: 0.6953, test_acc: 0.7685, f1: 0.6478
loss: 0.8296, acc: 0.6975, test_acc: 0.7703, f1: 0.6540
loss: 0.9375, acc: 0.6971, test_acc: 0.7721, f1: 0.6584
loss: 0.7220, acc: 0.6968, test_acc: 0.7748, f1: 0.6674
loss: 0.8074, acc: 0.6942, test_acc: 0.7605, f1: 0.6647
loss: 0.6492, acc: 0.6961, test_acc: 0.7614, f1: 0.6700
loss: 0.5308, acc: 0.6958, test_acc: 0.7623, f1: 0.6713
loss: 0.8123, acc: 0.6935, test_acc: 0.7650, f1: 0.6617
loss: 0.8250, acc: 0.6934, test_acc: 0.7784, f1: 0.6719
loss: 0.9550, acc: 0.6894, test_acc: 0.7757, f1: 0.6623
loss: 0.8761, acc: 0.6857, test_acc: 0.7757, f1: 0.6620
loss: 0.5622, acc: 0.6893, test_acc: 0.7730, f1: 0.6654
loss: 0.7471, acc: 0.6892, test_acc: 0.7685, f1: 0.6608
loss: 0.6387, acc: 0.6892, test_acc: 0.7775, f1: 0.6582
loss: 0.8136, acc: 0.6924, test_acc: 0.7793, f1: 0.6616
loss: 0.9878, acc: 0.6891, test_acc: 0.7748, f1: 0.6619
loss: 0.8937, acc: 0.6891, test_acc: 0.7730, f1: 0.6633
loss: 0.6274, acc: 0.6905, test_acc: 0.7641, f1: 0.6592
loss: 1.0546, acc: 0.6845, test_acc: 0.7659, f1: 0.6739
loss: 0.7616, acc: 0.6831, test_acc: 0.7659, f1: 0.6775
loss: 1.0103, acc: 0.6804, test_acc: 0.7614, f1: 0.6740
loss: 0.5843, acc: 0.6847, test_acc: 0.7623, f1: 0.6763
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 36
loss: 1.0970, acc: 0.5625, test_acc: 0.7650, f1: 0.6734
loss: 0.9698, acc: 0.5938, test_acc: 0.7659, f1: 0.6720
loss: 0.7036, acc: 0.6875, test_acc: 0.7748, f1: 0.6726
loss: 0.6163, acc: 0.7188, test_acc: 0.7784, f1: 0.6656
loss: 0.7508, acc: 0.7375, test_acc: 0.7766, f1: 0.6547
loss: 0.6399, acc: 0.7396, test_acc: 0.7757, f1: 0.6548
loss: 0.7117, acc: 0.7500, test_acc: 0.7712, f1: 0.6543
loss: 0.5672, acc: 0.7578, test_acc: 0.7703, f1: 0.6583
loss: 0.9779, acc: 0.7361, test_acc: 0.7659, f1: 0.6599
loss: 0.7134, acc: 0.7375, test_acc: 0.7659, f1: 0.6648
loss: 0.9214, acc: 0.7273, test_acc: 0.7685, f1: 0.6703
loss: 0.6586, acc: 0.7396, test_acc: 0.7685, f1: 0.6681
loss: 1.1666, acc: 0.7260, test_acc: 0.7694, f1: 0.6691
loss: 0.4858, acc: 0.7411, test_acc: 0.7712, f1: 0.6678
loss: 0.9057, acc: 0.7292, test_acc: 0.7739, f1: 0.6730
loss: 0.8257, acc: 0.7266, test_acc: 0.7730, f1: 0.6737
loss: 0.9132, acc: 0.7132, test_acc: 0.7668, f1: 0.6671
loss: 0.8073, acc: 0.7083, test_acc: 0.7712, f1: 0.6728
loss: 0.6578, acc: 0.7138, test_acc: 0.7712, f1: 0.6690
loss: 0.8688, acc: 0.7156, test_acc: 0.7685, f1: 0.6706
loss: 0.7555, acc: 0.7173, test_acc: 0.7578, f1: 0.6715
loss: 1.0744, acc: 0.7188, test_acc: 0.7507, f1: 0.6663
loss: 0.6861, acc: 0.7255, test_acc: 0.7337, f1: 0.6572
loss: 0.6280, acc: 0.7240, test_acc: 0.7301, f1: 0.6598
loss: 1.1170, acc: 0.7175, test_acc: 0.7176, f1: 0.6374
loss: 0.7824, acc: 0.7091, test_acc: 0.7328, f1: 0.6395
loss: 0.9602, acc: 0.6991, test_acc: 0.7551, f1: 0.6574
loss: 0.5883, acc: 0.7031, test_acc: 0.7560, f1: 0.6486
loss: 0.7234, acc: 0.7026, test_acc: 0.7632, f1: 0.6562
loss: 1.0233, acc: 0.7021, test_acc: 0.7632, f1: 0.6545
loss: 0.7496, acc: 0.6996, test_acc: 0.7659, f1: 0.6563
loss: 1.0205, acc: 0.6953, test_acc: 0.7632, f1: 0.6573
loss: 0.7300, acc: 0.6970, test_acc: 0.7641, f1: 0.6618
loss: 0.6879, acc: 0.6949, test_acc: 0.7650, f1: 0.6672
loss: 0.8885, acc: 0.6893, test_acc: 0.7650, f1: 0.6672
loss: 0.7867, acc: 0.6892, test_acc: 0.7659, f1: 0.6653
loss: 0.8857, acc: 0.6892, test_acc: 0.7685, f1: 0.6666
loss: 0.8568, acc: 0.6859, test_acc: 0.7676, f1: 0.6651
loss: 0.7988, acc: 0.6843, test_acc: 0.7676, f1: 0.6618
loss: 0.6527, acc: 0.6875, test_acc: 0.7712, f1: 0.6576
loss: 0.4860, acc: 0.6890, test_acc: 0.7775, f1: 0.6573
loss: 0.4309, acc: 0.6935, test_acc: 0.7757, f1: 0.6598
loss: 1.0202, acc: 0.6919, test_acc: 0.7721, f1: 0.6599
loss: 0.9106, acc: 0.6861, test_acc: 0.7784, f1: 0.6760
loss: 0.6415, acc: 0.6847, test_acc: 0.7739, f1: 0.6778
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 37
loss: 0.9181, acc: 0.6250, test_acc: 0.7748, f1: 0.6768
loss: 0.6543, acc: 0.6562, test_acc: 0.7730, f1: 0.6681
loss: 1.0050, acc: 0.6458, test_acc: 0.7721, f1: 0.6721
loss: 0.8179, acc: 0.6406, test_acc: 0.7784, f1: 0.6814
loss: 0.7960, acc: 0.6500, test_acc: 0.7703, f1: 0.6737
loss: 0.6516, acc: 0.6458, test_acc: 0.7730, f1: 0.6844
loss: 0.9919, acc: 0.6339, test_acc: 0.7712, f1: 0.6868
loss: 0.8091, acc: 0.6328, test_acc: 0.7641, f1: 0.6760
loss: 1.0026, acc: 0.6250, test_acc: 0.7685, f1: 0.6845
loss: 0.9034, acc: 0.6250, test_acc: 0.7712, f1: 0.6823
loss: 0.9317, acc: 0.6136, test_acc: 0.7775, f1: 0.6853
loss: 0.6762, acc: 0.6094, test_acc: 0.7694, f1: 0.6728
loss: 0.8374, acc: 0.6106, test_acc: 0.7694, f1: 0.6651
loss: 0.6123, acc: 0.6161, test_acc: 0.7712, f1: 0.6628
loss: 0.7458, acc: 0.6167, test_acc: 0.7685, f1: 0.6580
loss: 0.7479, acc: 0.6172, test_acc: 0.7757, f1: 0.6700
loss: 0.9916, acc: 0.6176, test_acc: 0.7748, f1: 0.6699
loss: 0.7054, acc: 0.6250, test_acc: 0.7703, f1: 0.6702
loss: 0.4895, acc: 0.6349, test_acc: 0.7650, f1: 0.6638
loss: 0.9704, acc: 0.6312, test_acc: 0.7659, f1: 0.6582
loss: 0.9034, acc: 0.6339, test_acc: 0.7730, f1: 0.6568
loss: 0.8943, acc: 0.6307, test_acc: 0.7748, f1: 0.6595
loss: 0.4202, acc: 0.6440, test_acc: 0.7739, f1: 0.6575
loss: 1.2251, acc: 0.6380, test_acc: 0.7757, f1: 0.6673
loss: 0.6721, acc: 0.6400, test_acc: 0.7668, f1: 0.6732
loss: 0.5683, acc: 0.6442, test_acc: 0.7641, f1: 0.6708
loss: 0.7239, acc: 0.6458, test_acc: 0.7668, f1: 0.6813
loss: 1.0271, acc: 0.6406, test_acc: 0.7659, f1: 0.6812
loss: 0.9795, acc: 0.6336, test_acc: 0.7623, f1: 0.6742
loss: 1.3885, acc: 0.6271, test_acc: 0.7730, f1: 0.6713
loss: 0.8892, acc: 0.6270, test_acc: 0.7748, f1: 0.6635
loss: 1.0005, acc: 0.6250, test_acc: 0.7757, f1: 0.6667
loss: 0.6653, acc: 0.6288, test_acc: 0.7685, f1: 0.6644
loss: 0.7895, acc: 0.6287, test_acc: 0.7694, f1: 0.6681
loss: 0.7339, acc: 0.6321, test_acc: 0.7694, f1: 0.6602
loss: 1.0999, acc: 0.6250, test_acc: 0.7694, f1: 0.6572
loss: 0.8822, acc: 0.6284, test_acc: 0.7694, f1: 0.6563
loss: 0.5524, acc: 0.6365, test_acc: 0.7650, f1: 0.6545
loss: 0.6503, acc: 0.6394, test_acc: 0.7623, f1: 0.6548
loss: 0.7042, acc: 0.6422, test_acc: 0.7587, f1: 0.6538
loss: 0.7684, acc: 0.6433, test_acc: 0.7623, f1: 0.6620
loss: 1.3773, acc: 0.6384, test_acc: 0.7676, f1: 0.6698
loss: 0.8274, acc: 0.6395, test_acc: 0.7659, f1: 0.6674
loss: 1.0095, acc: 0.6364, test_acc: 0.7614, f1: 0.6609
loss: 0.7980, acc: 0.6347, test_acc: 0.7650, f1: 0.6688
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 38
loss: 0.8513, acc: 0.5625, test_acc: 0.7632, f1: 0.6627
loss: 0.6979, acc: 0.6875, test_acc: 0.7632, f1: 0.6622
loss: 1.2912, acc: 0.5625, test_acc: 0.7632, f1: 0.6626
loss: 0.5580, acc: 0.6562, test_acc: 0.7676, f1: 0.6682
loss: 0.7276, acc: 0.6875, test_acc: 0.7721, f1: 0.6811
loss: 0.7641, acc: 0.6979, test_acc: 0.7757, f1: 0.6869
loss: 0.8307, acc: 0.6875, test_acc: 0.7703, f1: 0.6785
loss: 0.4458, acc: 0.7109, test_acc: 0.7819, f1: 0.6861
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7846_f1_0.6854
loss: 0.9562, acc: 0.6875, test_acc: 0.7846, f1: 0.6854
loss: 0.3064, acc: 0.7125, test_acc: 0.7811, f1: 0.6846
loss: 0.8900, acc: 0.7159, test_acc: 0.7712, f1: 0.6802
loss: 0.9650, acc: 0.7083, test_acc: 0.7730, f1: 0.6840
loss: 0.8749, acc: 0.7067, test_acc: 0.7668, f1: 0.6814
loss: 0.8822, acc: 0.7009, test_acc: 0.7668, f1: 0.6821
loss: 0.8255, acc: 0.7000, test_acc: 0.7587, f1: 0.6643
loss: 0.7510, acc: 0.7031, test_acc: 0.7587, f1: 0.6611
loss: 1.0671, acc: 0.6949, test_acc: 0.7596, f1: 0.6615
loss: 0.9515, acc: 0.6910, test_acc: 0.7650, f1: 0.6675
loss: 0.8328, acc: 0.6875, test_acc: 0.7703, f1: 0.6693
loss: 0.7066, acc: 0.6937, test_acc: 0.7775, f1: 0.6741
loss: 0.7244, acc: 0.6964, test_acc: 0.7712, f1: 0.6637
loss: 0.8991, acc: 0.6932, test_acc: 0.7650, f1: 0.6579
loss: 0.9576, acc: 0.6875, test_acc: 0.7659, f1: 0.6601
loss: 0.7343, acc: 0.6875, test_acc: 0.7614, f1: 0.6539
loss: 0.8588, acc: 0.6850, test_acc: 0.7614, f1: 0.6523
loss: 0.9975, acc: 0.6875, test_acc: 0.7676, f1: 0.6587
loss: 1.0139, acc: 0.6898, test_acc: 0.7668, f1: 0.6581
loss: 0.8044, acc: 0.6853, test_acc: 0.7739, f1: 0.6700
loss: 0.8820, acc: 0.6853, test_acc: 0.7712, f1: 0.6657
loss: 0.6791, acc: 0.6875, test_acc: 0.7775, f1: 0.6713
loss: 0.9643, acc: 0.6815, test_acc: 0.7784, f1: 0.6738
loss: 0.8820, acc: 0.6797, test_acc: 0.7784, f1: 0.6754
loss: 0.5314, acc: 0.6837, test_acc: 0.7784, f1: 0.6769
loss: 1.1953, acc: 0.6746, test_acc: 0.7668, f1: 0.6697
loss: 0.9072, acc: 0.6750, test_acc: 0.7614, f1: 0.6653
loss: 1.1317, acc: 0.6701, test_acc: 0.7596, f1: 0.6640
loss: 0.9599, acc: 0.6689, test_acc: 0.7641, f1: 0.6666
loss: 0.5752, acc: 0.6694, test_acc: 0.7712, f1: 0.6783
loss: 0.8543, acc: 0.6715, test_acc: 0.7721, f1: 0.6762
loss: 0.6725, acc: 0.6719, test_acc: 0.7739, f1: 0.6775
loss: 0.9695, acc: 0.6692, test_acc: 0.7712, f1: 0.6716
loss: 1.0611, acc: 0.6652, test_acc: 0.7730, f1: 0.6745
loss: 0.9069, acc: 0.6642, test_acc: 0.7668, f1: 0.6672
loss: 0.9659, acc: 0.6648, test_acc: 0.7659, f1: 0.6670
loss: 0.8573, acc: 0.6639, test_acc: 0.7703, f1: 0.6683
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 39
loss: 0.5953, acc: 0.8125, test_acc: 0.7730, f1: 0.6621
loss: 0.5090, acc: 0.8750, test_acc: 0.7775, f1: 0.6624
loss: 0.5380, acc: 0.8333, test_acc: 0.7828, f1: 0.6653
loss: 0.4353, acc: 0.8438, test_acc: 0.7784, f1: 0.6542
loss: 0.4579, acc: 0.8500, test_acc: 0.7819, f1: 0.6548
loss: 0.5888, acc: 0.8542, test_acc: 0.7819, f1: 0.6616
loss: 0.7848, acc: 0.8304, test_acc: 0.7846, f1: 0.6663
loss: 1.2899, acc: 0.7891, test_acc: 0.7828, f1: 0.6632
>> saved: ./state_dict/gnn-transformer_restaurant_acc_0.7855_f1_0.6783
loss: 0.9115, acc: 0.7778, test_acc: 0.7855, f1: 0.6783
loss: 0.4321, acc: 0.7875, test_acc: 0.7819, f1: 0.6807
loss: 0.8398, acc: 0.7670, test_acc: 0.7703, f1: 0.6765
loss: 0.5642, acc: 0.7708, test_acc: 0.7694, f1: 0.6770
loss: 0.8383, acc: 0.7596, test_acc: 0.7703, f1: 0.6793
loss: 0.6196, acc: 0.7545, test_acc: 0.7694, f1: 0.6800
loss: 0.8962, acc: 0.7500, test_acc: 0.7668, f1: 0.6773
loss: 0.9494, acc: 0.7422, test_acc: 0.7650, f1: 0.6733
loss: 0.5251, acc: 0.7463, test_acc: 0.7668, f1: 0.6732
loss: 0.7673, acc: 0.7431, test_acc: 0.7685, f1: 0.6732
loss: 0.5035, acc: 0.7500, test_acc: 0.7712, f1: 0.6682
loss: 0.5478, acc: 0.7562, test_acc: 0.7712, f1: 0.6697
loss: 1.0550, acc: 0.7560, test_acc: 0.7730, f1: 0.6718
loss: 1.0522, acc: 0.7386, test_acc: 0.7837, f1: 0.6854
loss: 0.9925, acc: 0.7255, test_acc: 0.7819, f1: 0.6846
loss: 0.5860, acc: 0.7292, test_acc: 0.7730, f1: 0.6803
loss: 0.6687, acc: 0.7275, test_acc: 0.7659, f1: 0.6751
loss: 0.7941, acc: 0.7260, test_acc: 0.7623, f1: 0.6768
loss: 0.8873, acc: 0.7222, test_acc: 0.7614, f1: 0.6761
loss: 0.9319, acc: 0.7143, test_acc: 0.7614, f1: 0.6713
loss: 0.6481, acc: 0.7112, test_acc: 0.7623, f1: 0.6711
loss: 0.7011, acc: 0.7125, test_acc: 0.7650, f1: 0.6724
loss: 0.5872, acc: 0.7157, test_acc: 0.7730, f1: 0.6791
loss: 0.5428, acc: 0.7188, test_acc: 0.7676, f1: 0.6755
loss: 0.5698, acc: 0.7216, test_acc: 0.7650, f1: 0.6732
loss: 0.8990, acc: 0.7169, test_acc: 0.7659, f1: 0.6751
loss: 0.6824, acc: 0.7179, test_acc: 0.7650, f1: 0.6745
loss: 0.6217, acc: 0.7205, test_acc: 0.7641, f1: 0.6719
loss: 1.3139, acc: 0.7145, test_acc: 0.7694, f1: 0.6733
loss: 0.7619, acc: 0.7171, test_acc: 0.7703, f1: 0.6720
loss: 1.1671, acc: 0.7099, test_acc: 0.7703, f1: 0.6745
loss: 1.0270, acc: 0.7078, test_acc: 0.7685, f1: 0.6715
loss: 0.5294, acc: 0.7104, test_acc: 0.7739, f1: 0.6780
loss: 0.7878, acc: 0.7113, test_acc: 0.7757, f1: 0.6769
loss: 0.8254, acc: 0.7093, test_acc: 0.7712, f1: 0.6707
loss: 1.0022, acc: 0.7088, test_acc: 0.7694, f1: 0.6670
loss: 0.9597, acc: 0.7028, test_acc: 0.7605, f1: 0.6582
loss: 0.9987, acc: 0.7005, test_acc: 0.7587, f1: 0.6584
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 40
loss: 0.7257, acc: 0.6250, test_acc: 0.7578, f1: 0.6577
loss: 1.0171, acc: 0.6250, test_acc: 0.7641, f1: 0.6681
loss: 0.7997, acc: 0.6458, test_acc: 0.7676, f1: 0.6782
loss: 0.6547, acc: 0.6562, test_acc: 0.7650, f1: 0.6733
loss: 0.6437, acc: 0.6875, test_acc: 0.7659, f1: 0.6730
loss: 0.8409, acc: 0.6979, test_acc: 0.7694, f1: 0.6802
loss: 0.9415, acc: 0.6964, test_acc: 0.7685, f1: 0.6766
loss: 1.0221, acc: 0.6641, test_acc: 0.7694, f1: 0.6742
loss: 0.8954, acc: 0.6458, test_acc: 0.7685, f1: 0.6718
loss: 0.8712, acc: 0.6438, test_acc: 0.7659, f1: 0.6683
loss: 0.4674, acc: 0.6591, test_acc: 0.7730, f1: 0.6741
loss: 0.7621, acc: 0.6562, test_acc: 0.7784, f1: 0.6787
loss: 0.7364, acc: 0.6587, test_acc: 0.7730, f1: 0.6729
loss: 0.9006, acc: 0.6607, test_acc: 0.7659, f1: 0.6671
loss: 0.8661, acc: 0.6583, test_acc: 0.7614, f1: 0.6588
loss: 0.7535, acc: 0.6562, test_acc: 0.7605, f1: 0.6606
loss: 0.7300, acc: 0.6581, test_acc: 0.7614, f1: 0.6642
loss: 0.7891, acc: 0.6632, test_acc: 0.7623, f1: 0.6630
loss: 0.8132, acc: 0.6612, test_acc: 0.7650, f1: 0.6660
loss: 0.7921, acc: 0.6625, test_acc: 0.7614, f1: 0.6668
loss: 0.5576, acc: 0.6637, test_acc: 0.7560, f1: 0.6666
loss: 0.6853, acc: 0.6676, test_acc: 0.7668, f1: 0.6773
loss: 0.5455, acc: 0.6766, test_acc: 0.7650, f1: 0.6740
loss: 1.1954, acc: 0.6641, test_acc: 0.7650, f1: 0.6739
loss: 0.6154, acc: 0.6625, test_acc: 0.7632, f1: 0.6743
loss: 0.9300, acc: 0.6611, test_acc: 0.7685, f1: 0.6787
loss: 0.6712, acc: 0.6667, test_acc: 0.7685, f1: 0.6797
loss: 0.9582, acc: 0.6629, test_acc: 0.7685, f1: 0.6791
loss: 0.8593, acc: 0.6659, test_acc: 0.7668, f1: 0.6810
loss: 0.6995, acc: 0.6646, test_acc: 0.7676, f1: 0.6847
loss: 0.7153, acc: 0.6653, test_acc: 0.7685, f1: 0.6854
loss: 0.6331, acc: 0.6699, test_acc: 0.7632, f1: 0.6741
loss: 0.7511, acc: 0.6705, test_acc: 0.7596, f1: 0.6712
loss: 0.9374, acc: 0.6673, test_acc: 0.7596, f1: 0.6706
loss: 0.7211, acc: 0.6643, test_acc: 0.7605, f1: 0.6666
loss: 1.0031, acc: 0.6597, test_acc: 0.7668, f1: 0.6745
loss: 0.5271, acc: 0.6639, test_acc: 0.7721, f1: 0.6841
loss: 0.8554, acc: 0.6628, test_acc: 0.7739, f1: 0.6852
loss: 0.7121, acc: 0.6667, test_acc: 0.7703, f1: 0.6783
loss: 0.5408, acc: 0.6703, test_acc: 0.7703, f1: 0.6790
loss: 0.6534, acc: 0.6723, test_acc: 0.7721, f1: 0.6821
loss: 0.8178, acc: 0.6726, test_acc: 0.7694, f1: 0.6785
loss: 1.0193, acc: 0.6686, test_acc: 0.7685, f1: 0.6804
loss: 0.6854, acc: 0.6705, test_acc: 0.7712, f1: 0.6828
loss: 0.7843, acc: 0.6722, test_acc: 0.7730, f1: 0.6814
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 41
loss: 0.6763, acc: 0.8750, test_acc: 0.7721, f1: 0.6789
loss: 0.5236, acc: 0.8438, test_acc: 0.7676, f1: 0.6715
loss: 0.9542, acc: 0.7500, test_acc: 0.7676, f1: 0.6717
loss: 0.5984, acc: 0.7656, test_acc: 0.7676, f1: 0.6704
loss: 0.9396, acc: 0.7250, test_acc: 0.7685, f1: 0.6733
loss: 0.9061, acc: 0.7083, test_acc: 0.7676, f1: 0.6731
loss: 0.8012, acc: 0.7054, test_acc: 0.7748, f1: 0.6747
loss: 0.8796, acc: 0.7109, test_acc: 0.7775, f1: 0.6754
loss: 0.6979, acc: 0.7083, test_acc: 0.7793, f1: 0.6759
loss: 0.4586, acc: 0.7188, test_acc: 0.7766, f1: 0.6722
loss: 0.8111, acc: 0.7159, test_acc: 0.7685, f1: 0.6657
loss: 0.9999, acc: 0.7083, test_acc: 0.7685, f1: 0.6643
loss: 0.9465, acc: 0.7019, test_acc: 0.7623, f1: 0.6604
loss: 0.7916, acc: 0.6920, test_acc: 0.7668, f1: 0.6703
loss: 0.8966, acc: 0.6875, test_acc: 0.7685, f1: 0.6775
loss: 0.6640, acc: 0.6875, test_acc: 0.7650, f1: 0.6726
loss: 0.9832, acc: 0.6765, test_acc: 0.7676, f1: 0.6755
loss: 0.9393, acc: 0.6632, test_acc: 0.7721, f1: 0.6769
loss: 0.6997, acc: 0.6645, test_acc: 0.7748, f1: 0.6775
loss: 1.0222, acc: 0.6625, test_acc: 0.7685, f1: 0.6746
loss: 0.9593, acc: 0.6577, test_acc: 0.7650, f1: 0.6739
loss: 0.7131, acc: 0.6619, test_acc: 0.7659, f1: 0.6784
loss: 0.8458, acc: 0.6603, test_acc: 0.7569, f1: 0.6705
loss: 0.7266, acc: 0.6562, test_acc: 0.7596, f1: 0.6749
loss: 0.9115, acc: 0.6550, test_acc: 0.7605, f1: 0.6742
loss: 0.7541, acc: 0.6514, test_acc: 0.7623, f1: 0.6767
loss: 0.6167, acc: 0.6528, test_acc: 0.7676, f1: 0.6819
loss: 0.7878, acc: 0.6496, test_acc: 0.7703, f1: 0.6819
loss: 0.7943, acc: 0.6487, test_acc: 0.7721, f1: 0.6807
loss: 0.6005, acc: 0.6542, test_acc: 0.7676, f1: 0.6722
loss: 0.7602, acc: 0.6573, test_acc: 0.7703, f1: 0.6658
loss: 0.5992, acc: 0.6602, test_acc: 0.7721, f1: 0.6655
loss: 0.6202, acc: 0.6629, test_acc: 0.7721, f1: 0.6624
loss: 0.3898, acc: 0.6710, test_acc: 0.7748, f1: 0.6691
loss: 0.5062, acc: 0.6750, test_acc: 0.7712, f1: 0.6647
loss: 0.7011, acc: 0.6771, test_acc: 0.7739, f1: 0.6641
loss: 0.7973, acc: 0.6757, test_acc: 0.7748, f1: 0.6692
loss: 0.9516, acc: 0.6760, test_acc: 0.7703, f1: 0.6701
loss: 0.8775, acc: 0.6747, test_acc: 0.7703, f1: 0.6725
loss: 0.8749, acc: 0.6750, test_acc: 0.7712, f1: 0.6773
loss: 0.7127, acc: 0.6784, test_acc: 0.7659, f1: 0.6777
loss: 0.5633, acc: 0.6801, test_acc: 0.7641, f1: 0.6762
loss: 0.6145, acc: 0.6802, test_acc: 0.7694, f1: 0.6840
loss: 0.9367, acc: 0.6818, test_acc: 0.7721, f1: 0.6862
loss: 0.7712, acc: 0.6806, test_acc: 0.7784, f1: 0.6887
>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
epoch: 42
loss: 0.9093, acc: 0.6250, test_acc: 0.7819, f1: 0.6890
loss: 1.0894, acc: 0.5938, test_acc: 0.7757, f1: 0.6741
loss: 0.6843, acc: 0.6250, test_acc: 0.7757, f1: 0.6758
